2025-02-06 16:59:25:385  {"uuid": "b65ec250-b108-4f42-983d-aba9ccd5a6cb", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/adidas-superstar-ts4/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": null}
2025-02-06 16:59:25:780  {"uuid": "bca352e9-e032-444e-a9f7-377b16b0f6ef", "url": "https://www.candysims.com/snowflakeboots", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": {"uuid": "7df95ce9-fd13-4dfb-bdd0-241847021658", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1675093910&key=f987fc317309e21ce0fdadaaa140c47e&cid=319350", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "d01de6e5-2787-47a7-a7f2-d96d1942f6be", "url": "https://www.simsfinds.com/continue?key=f987fc317309e21ce0fdadaaa140c47e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "5f176f3f-4356-4a94-9b91-c3290cc0d8b2", "url": "https://www.simsfinds.com/downloads/319350/snowflake-boots-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": null}}}}
2025-02-06 17:31:00:859  {"uuid": "b9c3ed49-d145-4d8e-8e9e-640330340695", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/jumpsuit--gossipgirl/id/1479521/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "692b53e2-4130-4e62-8e43-d63aaa216d59", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1582735333&key=829d1588f48ae995513cf9a29d22aa5a&cid=198258", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit - GossipGirl", "previous": {"uuid": "f6c765b0-6dac-448b-9e9a-09dc761f7b42", "url": "https://www.simsfinds.com/continue?key=829d1588f48ae995513cf9a29d22aa5a", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit - GossipGirl", "previous": {"uuid": "11eb3abe-6be1-4a8a-bc7e-751a54e219f4", "url": "https://www.simsfinds.com/downloads/198258/jumpsuit-gossipgirl-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit - GossipGirl", "previous": null}}}}
2025-02-06 17:31:00:859  {"uuid": "a3b015c1-e280-40b5-8c95-90c30ba49031", "url": "https://billsims-cc.tumblr.com/post/728184217387843584/marl-thick-rib-strappy-unitard-ts4-female", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "d97cfadb-5eaa-4b0c-9ba7-19cf14e79fd2", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1694471111&key=3c05876d68238a05bfb5c63b55f90f2c&cid=331672", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Marl Thick Rib Strappy Unitard &#40;TS4&#41;", "previous": {"uuid": "f10dad94-b63d-40ae-9487-75810cad8b40", "url": "https://www.simsfinds.com/continue?key=3c05876d68238a05bfb5c63b55f90f2c", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Marl Thick Rib Strappy Unitard &#40;TS4&#41;", "previous": {"uuid": "2be8701d-c2d0-4671-ade2-7db5f61c1e37", "url": "https://www.simsfinds.com/downloads/331672/marl-thick-rib-strappy-unitard-ts4-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Marl Thick Rib Strappy Unitard &#40;TS4&#41;", "previous": null}}}}
2025-02-06 17:31:00:860  {"uuid": "b702cc33-ef48-4aac-b858-0aac764475b4", "url": "https://teenageeagle.blogspot.com/2019/04/comfy-denim-jumprecolor.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "e1c84940-b64a-47f1-b8cb-d85794d48f2e", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1555792427&key=eed5484bff9b9fddc9f75455dcf26f58&cid=152333", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "teenageeaglerunner2 Comfy Denim Jump Recolor", "previous": {"uuid": "9054924c-0781-40b9-80b5-39ea8b7eadfd", "url": "https://www.simsfinds.com/continue?key=eed5484bff9b9fddc9f75455dcf26f58", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "teenageeaglerunner2 Comfy Denim Jump Recolor", "previous": {"uuid": "49666537-b5eb-435c-9d13-98daad87801e", "url": "https://www.simsfinds.com/downloads/152333/teenageeaglerunner2-comfy-denim-jump-recolor-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "teenageeaglerunner2 Comfy Denim Jump Recolor", "previous": null}}}}
2025-02-06 17:31:00:861  {"uuid": "b9a1e5ef-92b1-463f-9215-bd6a39bd2365", "url": "https://daniel-sims.tumblr.com/post/653453136860790785", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "b04d940c-032d-4774-890c-e3322b044060", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1623262176&key=d661516e744ac79633043153ee33109e&cid=281583", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LOBODA in Mugler", "previous": {"uuid": "a26c65b2-83e8-4c8b-8762-f55f3cdfce56", "url": "https://www.simsfinds.com/continue?key=d661516e744ac79633043153ee33109e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LOBODA in Mugler", "previous": {"uuid": "80126819-bf92-4b6b-8615-90f6ece5ea9c", "url": "https://www.simsfinds.com/downloads/281583/loboda-in-mugler-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LOBODA in Mugler", "previous": null}}}}
2025-02-06 17:31:00:865  {"uuid": "2cd1fdb9-68f6-4e88-ba1d-c7390a67fb86", "url": "https://ruchellsims-cc.blogspot.com/2022/06/katy-heels-free.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "9a810a4e-5b91-418f-8940-bd45a4e348fc", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1655341682&key=18075171c554dfce7cb259164951cd09&cid=307301", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "KATY HEELS - FREE", "previous": {"uuid": "4edff962-1726-4906-9b92-50f56415ec4d", "url": "https://www.simsfinds.com/continue?key=18075171c554dfce7cb259164951cd09", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "KATY HEELS - FREE", "previous": {"uuid": "06090193-c74d-45d9-b654-d246791c616a", "url": "https://www.simsfinds.com/downloads/307301/katy-heels-free-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "KATY HEELS - FREE", "previous": null}}}}
2025-02-06 17:31:00:893  {"uuid": "c711f412-3b92-4fd7-af75-dee25aea0da6", "url": "https://www.thesimsresource.com/members/Pipco/downloads/details/category/sims4-clothing-female-elder-party/title/new-years-2025-gown/id/1727194/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "0267d0fd-3995-4b17-ac33-c27793e19f72", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1735803808&key=d027405c9533ff38ab80f41ef4b163ee&cid=359303", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "New Years 2025 Gown. by Pipco", "previous": {"uuid": "ed2e0fd0-3d16-4068-bcf0-d4941d22e87a", "url": "https://www.simsfinds.com/continue?key=d027405c9533ff38ab80f41ef4b163ee", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "New Years 2025 Gown. by Pipco", "previous": {"uuid": "0b1aeff8-cfc9-4906-b461-4fe913b46fde", "url": "https://www.simsfinds.com/downloads/359303/new-years-2025-gown-by-pipco-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "New Years 2025 Gown. by Pipco", "previous": null}}}}
2025-02-06 17:31:00:893  {"uuid": "ba1dfa79-0c22-4449-bb85-f7dd31564e9c", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/belaloallure_silvana-jumpsuit/id/1426738/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "084ba6a3-1a74-4986-bc20-9146cc476c41", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1536995186&key=6780d177cc658e80ed249c7d897fa1b0&cid=126701", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "belaloallure_silvana jumpsuit", "previous": {"uuid": "eeab1275-06e1-4ae4-8051-304df6e594f7", "url": "https://www.simsfinds.com/continue?key=6780d177cc658e80ed249c7d897fa1b0", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "belaloallure_silvana jumpsuit", "previous": {"uuid": "c449783e-a10b-4e3c-a168-658477745dd1", "url": "https://www.simsfinds.com/downloads/126701/belaloallure-silvana-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "belaloallure_silvana jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:893  {"uuid": "f325625c-4f01-4bb8-826c-4b59035d5e3e", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/new-style-trendy-strip-line-jumpsuit/id/1419679/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "bb0ac7e4-0d69-4edd-ac31-c318cbf5e181", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1530545084&key=e2a10d83a2d21e7d6136c031aaf82c70&cid=118460", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "New Style Trendy Strip Line Jumpsuit", "previous": {"uuid": "c5ddd215-4602-41fc-8786-2063df954a76", "url": "https://www.simsfinds.com/continue?key=e2a10d83a2d21e7d6136c031aaf82c70", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "New Style Trendy Strip Line Jumpsuit", "previous": {"uuid": "2c370e28-4dcf-4cbc-b92f-385aaf7dd206", "url": "https://www.simsfinds.com/downloads/118460/new-style-trendy-strip-line-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "New Style Trendy Strip Line Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:901  {"uuid": "75edbba3-6076-4ecd-88c6-fc818fca7058", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/womens-denim-overalls-with-shorts-%28bottom%29/id/1493787/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "574f8a94-06fb-4f94-b66f-7aed2f03b5c2", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1591637020&key=d9000d8fd955fbbed5e82e2b0d56ca75&cid=216162", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Sims House&#39;s Women&#39;s denim overalls with shorts &#40;bottom&#41;", "previous": {"uuid": "142aac6d-8f98-4a7b-bacc-cbe8ada27f98", "url": "https://www.simsfinds.com/continue?key=d9000d8fd955fbbed5e82e2b0d56ca75", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Sims House&#39;s Women&#39;s denim overalls with shorts &#40;bottom&#41;", "previous": {"uuid": "2a683b6f-60fe-4951-84e9-9ac62bbcf53b", "url": "https://www.simsfinds.com/downloads/216162/sims-house-s-women-s-denim-overalls-with-shorts-bottom-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Sims House&#39;s Women&#39;s denim overalls with shorts &#40;bottom&#41;", "previous": null}}}}
2025-02-06 17:31:00:902  {"uuid": "5a4f449e-92ca-45ff-81b2-8caaa27a6b37", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/nitropanic-x-thight-short-jumpsuit/id/1412955/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "ad5a7e19-0b05-421e-b612-e41027d18f74", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1525280421&key=2b7e13c3c1938f80f7e3a0f1cc7669c1&cid=110650", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "NitroPanic x Thight Short Jumpsuit", "previous": {"uuid": "731528f5-cb59-46ab-9177-e2dcc7b01c98", "url": "https://www.simsfinds.com/continue?key=2b7e13c3c1938f80f7e3a0f1cc7669c1", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "NitroPanic x Thight Short Jumpsuit", "previous": {"uuid": "a8f99801-f470-46a3-a377-4840c056e721", "url": "https://www.simsfinds.com/downloads/110650/nitropanic-x-thight-short-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "NitroPanic x Thight Short Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:912  {"uuid": "bae089fd-39e7-4aec-bd19-a6d59282e46c", "url": "https://ruchellsims-cc.blogspot.com/2023/01/jeans-sandals.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "76a57323-8a97-497b-9147-ca97b655ea49", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1673510530&key=c145bdd78f6446d18375aec5b0daaf39&cid=318454", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jeans Sandals free", "previous": {"uuid": "a6f1a64e-41f7-444b-a531-3a7886c7ac02", "url": "https://www.simsfinds.com/continue?key=c145bdd78f6446d18375aec5b0daaf39", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jeans Sandals free", "previous": {"uuid": "fd278efc-eb61-45e1-9bc5-17f3fbdc0ca1", "url": "https://www.simsfinds.com/downloads/318454/jeans-sandals-free-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jeans Sandals free", "previous": null}}}}
2025-02-06 17:31:00:913  {"uuid": "99426690-acac-4b86-b613-172bb6cb88a8", "url": "https://teenageeagle.blogspot.com/2020/09/loungeware-set.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "137e3937-224c-4319-8a05-5d6edce2e24b", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1599578329&key=baf68923ec52ab31c3078755242219a3&cid=238270", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Loungeware Set", "previous": {"uuid": "cce0ee77-41b7-46d3-b2c0-c9dd5d2f0bcf", "url": "https://www.simsfinds.com/continue?key=baf68923ec52ab31c3078755242219a3", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Loungeware Set", "previous": {"uuid": "82c3416c-a680-482c-a6f7-1b86c912fca1", "url": "https://www.simsfinds.com/downloads/238270/loungeware-set-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Loungeware Set", "previous": null}}}}
2025-02-06 17:31:00:913  {"uuid": "ed90a511-8782-4fa0-804e-0a7bac03d90a", "url": "https://princessmaiaveli.tumblr.com/post/179403412438", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "93ffd278-3752-41f7-8d2b-83f31170af6c", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1540498528&key=84ffaf83e57bb0cc8eb7c50bbc266078&cid=131803", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Fashion Nova Bodysuit by princessmaiaveli", "previous": {"uuid": "378cc1fe-e4db-4c8c-ba7b-b6538ef4eb91", "url": "https://www.simsfinds.com/continue?key=84ffaf83e57bb0cc8eb7c50bbc266078", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Fashion Nova Bodysuit by princessmaiaveli", "previous": {"uuid": "9b51d95f-7521-4421-bd3f-636fdca0502c", "url": "https://www.simsfinds.com/downloads/131803/fashion-nova-bodysuit-by-princessmaiaveli-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Fashion Nova Bodysuit by princessmaiaveli", "previous": null}}}}
2025-02-06 17:31:00:915  {"uuid": "8ec4ab0f-8df5-4168-b7e4-c1c11025ef5c", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-Athletic/title/sportwear-jumpsuit/id/1419781/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "d0f447bb-f49b-4245-a289-735aa72edf17", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1530642197&key=86ad7af4a2ecd838afb2810486ed6687&cid=118647", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Sportwear jumpsuit", "previous": {"uuid": "966e225d-7f48-4265-b931-24bc0c2cff9b", "url": "https://www.simsfinds.com/continue?key=86ad7af4a2ecd838afb2810486ed6687", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Sportwear jumpsuit", "previous": {"uuid": "866a1cba-7e48-4aec-9779-14eaf98a5d3b", "url": "https://www.simsfinds.com/downloads/118647/sportwear-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Sportwear jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:916  {"uuid": "97530f6e-7586-4f8e-a643-c4b410b76bc4", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-formal/title/female-full-bodysuits/id/1508089/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "20962672-8514-4803-a99e-4cbcfdeebe21", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1601216811&key=431af639284677b503945fd6857d074d&cid=242427", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Saliwa&#39;s Female Full Bodysuits", "previous": {"uuid": "320a41fd-2bfd-4c1a-8512-24ccefe434ad", "url": "https://www.simsfinds.com/continue?key=431af639284677b503945fd6857d074d", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Saliwa&#39;s Female Full Bodysuits", "previous": {"uuid": "c0fbfbf4-1e07-4178-9a00-1f64edc66517", "url": "https://www.simsfinds.com/downloads/242427/saliwa-s-female-full-bodysuits-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Saliwa&#39;s Female Full Bodysuits", "previous": null}}}}
2025-02-06 17:31:00:916  {"uuid": "f3dec792-49d4-4912-afab-370a35567fa4", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/nike-air-force-1-lv8/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "fe98e775-50d2-4730-b58d-e2aaa8d70bd5", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1646754096&key=050d32c18067dcfba7d06d1198faba19&cid=301783", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nike Air Force 1 LV8", "previous": {"uuid": "eb45d623-a391-4bd1-9a94-4590cafd3604", "url": "https://www.simsfinds.com/continue?key=050d32c18067dcfba7d06d1198faba19", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nike Air Force 1 LV8", "previous": {"uuid": "76d89d17-ac83-4456-a9a4-d683e5fe70f4", "url": "https://www.simsfinds.com/downloads/301783/nike-air-force-1-lv8-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nike Air Force 1 LV8", "previous": null}}}}
2025-02-06 17:31:00:933  {"uuid": "a75994f2-6a61-4510-8036-9558d78fd7bc", "url": "https://santosfashionsims.tumblr.com/post/633596316074786817/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "18fead9e-0ad6-45da-867f-62ece4cd953c", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1604328484&key=ef6e9819f809ac9192235cf0f80b0772&cid=250710", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "SAVAGE x FENTY - Tuttiy Fruity Bodysuit", "previous": {"uuid": "0d5c8c7e-b51c-4715-a004-e02e45d5f1d2", "url": "https://www.simsfinds.com/continue?key=ef6e9819f809ac9192235cf0f80b0772", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "SAVAGE x FENTY - Tuttiy Fruity Bodysuit", "previous": {"uuid": "0adb1209-7437-4760-9776-967f14cc0c47", "url": "https://www.simsfinds.com/downloads/250710/savage-x-fenty-tuttiy-fruity-bodysuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "SAVAGE x FENTY - Tuttiy Fruity Bodysuit", "previous": null}}}}
2025-02-06 17:31:00:933  {"uuid": "554dac15-4f95-42b8-9cbc-634b2a86088d", "url": "https://alejo-sims4.tumblr.com/post/684563839325470720/elena-turtleneck-bodysuit", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "324f4a3d-a45a-43b9-b7f6-222e27c8402d", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1653227043&key=01e31cbe6fd3b1102c64d8b95026a581&cid=305894", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Elena turtleneck bodysuit", "previous": {"uuid": "eb9cf4ee-0cf3-47b1-b73e-95d6ff99acd7", "url": "https://www.simsfinds.com/continue?key=01e31cbe6fd3b1102c64d8b95026a581", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Elena turtleneck bodysuit", "previous": {"uuid": "805cb63d-ee22-4608-8775-a9da6884af7e", "url": "https://www.simsfinds.com/downloads/305894/elena-turtleneck-bodysuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Elena turtleneck bodysuit", "previous": null}}}}
